ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Abun-1_one-1,,Abun,1_one,dik,dik,d i k,,Sawaki2020,,false,^ d i k $,default
Abun-2_two-1,,Abun,2_two,wɛ,wɛ,w ɛ,,Sawaki2020,,false,^ w ɛ $,default
Abun-3_three-1,,Abun,3_three,ɡɾi,ɡɾi,ɡ ɾ i,,Sawaki2020,,false,^ ɡ ɾ i $,default
Abun-4_four-1,,Abun,4_four,at,at,a t,,Sawaki2020,,false,^ a t $,default
Abun-5_five-1,,Abun,5_five,mɛk,mɛk,m ɛ k,,Sawaki2020,,false,^ m ɛ k $,default
Abun-6_six-1,,Abun,6_six,mat,mat,m a t,,Sawaki2020,,false,^ m a t $,default
Abun-7_seven-1,,Abun,7_seven,fit,fit,f i t,,Sawaki2020,,false,^ f i t $,default
Abun-8_eight-1,,Abun,8_eight,ɡuɔ,ɡuɔ,ɡ u ɔ,,Sawaki2020,,false,^ ɡ u ɔ $,default
Abun-9_nine-1,,Abun,9_nine,misji,misji,m i s j i,,Sawaki2020,,false,^ m i s j i $,default
Abun-10_ten-1,,Abun,10_ten,musju,musju,m u s j u,,Sawaki2020,,false,^ m u s j u $,default
Abun-11_twenty-1,,Abun,11_twenty,musjuwɛ,musjuwɛ,m u s j u w ɛ,,Sawaki2020,,false,^ m u s j u w ɛ $,default
Abun-12_fifty-1,,Abun,12_fifty,musjumɛk,musjumɛk,m u s j u m ɛ k,,Sawaki2020,,false,^ m u s j u m ɛ k $,default
Abun-13_onehundred-1,,Abun,13_onehundred,utindik,utindik,u t i n d i k,,Sawaki2020,,false,^ u t i n d i k $,default
Abun-14_onethousand-1,,Abun,14_onethousand,utindik wɛ,utindik wɛ,u t i n d i k + w ɛ,,Sawaki2020,,false,^ u t i n d i k + w ɛ $,default
Abun-16_right-1,,Abun,16_right,ɡɛ,ɡɛ,ɡ ɛ,,Sawaki2020,,false,^ ɡ ɛ $,default
Abun-17_left-1,,Abun,17_left,ʤam,ʤam,ʤ a m,,Sawaki2020,,false,^ ʤ a m $,default
Abun-18_i-1,,Abun,18_i,tat,tat,t a t,,Sawaki2020,,false,^ t a t $,default
Abun-19_weallexcl-1,,Abun,19_weallexcl,mɛn,mɛn,m ɛ n,,Sawaki2020,,false,^ m ɛ n $,default
Abun-20_webothincl-1,,Abun,20_webothincl,mɛnkawɛ,mɛnkawɛ,m ɛ n k a w ɛ,,Sawaki2020,,false,^ m ɛ n k a w ɛ $,default
Abun-21_webothexcl-1,,Abun,21_webothexcl,mɛnkawɛ,mɛnkawɛ,m ɛ n k a w ɛ,,Sawaki2020,,false,^ m ɛ n k a w ɛ $,default
Abun-22_weallincl-1,,Abun,22_weallincl,mɛn,mɛn,m ɛ n,,Sawaki2020,,false,^ m ɛ n $,default
Abun-23_thou-1,,Abun,23_thou,nan,nan,n a n,,Sawaki2020,,false,^ n a n $,default
Abun-24_youboth-1,,Abun,24_youboth,ninkawɛ,ninkawɛ,n i n k a w ɛ,,Sawaki2020,,false,^ n i n k a w ɛ $,default
