ORG_LG_NAME,ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,IsProto,Source,LongName
Ambel,Ambel,Ambel,waig1244,Waigeo,wgo,Papunesia,-0.18,130.92,Austronesian,False,Sawaki2020,Austronesian: SHWNG: RASH: Ambel / Waigeo
